program,experiment,cluster_number,simulator,f_value,is_winner,win_score
flex,experiment_0,0,ideal,-35.1928149508474,True,1.0
flex,experiment_0,0,sampling_noise,6.99059229766393e-07,False,0.0
flex,experiment_0,0,fake_brisbane,-35.192814167224554,False,0.0
flex,experiment_0,0,depolarizing_01,8.569113139071914e-07,False,0.0
flex,experiment_0,0,depolarizing_02,-35.192814477291144,False,0.0
flex,experiment_0,0,depolarizing_05,-35.192813710581014,False,0.0
flex,experiment_0,1,ideal,-3.492649606426835,True,1.0
flex,experiment_0,1,sampling_noise,-3.492649606426835,True,1.0
flex,experiment_0,1,fake_brisbane,-3.492649606426835,True,1.0
flex,experiment_0,1,depolarizing_01,-3.492649606426835,True,1.0
flex,experiment_0,1,depolarizing_02,-3.492649606426835,True,1.0
flex,experiment_0,1,depolarizing_05,-3.492649606426835,True,1.0
flex,experiment_0,2,ideal,-2.4956041126105495,True,1.0
flex,experiment_0,2,sampling_noise,-2.4956041126105495,True,1.0
flex,experiment_0,2,fake_brisbane,-2.4956041126105495,True,1.0
flex,experiment_0,2,depolarizing_01,-2.4956041126105495,True,1.0
flex,experiment_0,2,depolarizing_02,-2.4956041126105495,True,1.0
flex,experiment_0,2,depolarizing_05,-2.4956041126105495,True,1.0
flex,experiment_0,3,ideal,0.0,True,1.0
flex,experiment_0,3,sampling_noise,0.0009127063880765301,False,0.0
flex,experiment_0,3,fake_brisbane,0.0,True,1.0
flex,experiment_0,3,depolarizing_01,0.0022498826679821005,False,0.0
flex,experiment_0,3,depolarizing_02,0.0009127063880765301,False,0.0
flex,experiment_0,3,depolarizing_05,0.0,True,1.0
flex,experiment_0,4,ideal,0.0,True,1.0
flex,experiment_0,4,sampling_noise,0.0006372826891230048,False,0.0
flex,experiment_0,4,fake_brisbane,0.00032578415136887357,False,0.0
flex,experiment_0,4,depolarizing_01,0.0003347535322927311,False,0.0
flex,experiment_0,4,depolarizing_02,0.0006776871850886156,False,0.0
flex,experiment_0,4,depolarizing_05,0.0010034713364574892,False,0.0
flex,experiment_0,5,ideal,-2.991925572742328,True,1.0
flex,experiment_0,5,sampling_noise,-2.991925572742328,True,1.0
flex,experiment_0,5,fake_brisbane,-2.991925572742328,True,1.0
flex,experiment_0,5,depolarizing_01,-2.991925572742328,True,1.0
flex,experiment_0,5,depolarizing_02,-2.991925572742328,True,1.0
flex,experiment_0,5,depolarizing_05,-2.991925572742328,True,1.0
flex,experiment_0,6,ideal,-2.995078160741341,True,1.0
flex,experiment_0,6,sampling_noise,-2.995078160741341,True,1.0
flex,experiment_0,6,fake_brisbane,-2.995078160741341,True,1.0
flex,experiment_0,6,depolarizing_01,-2.995078160741341,True,1.0
flex,experiment_0,6,depolarizing_02,-2.995078160741341,True,1.0
flex,experiment_0,6,depolarizing_05,-2.995078160741341,True,1.0
flex,experiment_0,7,ideal,-2.483715776047356,True,1.0
flex,experiment_0,7,sampling_noise,-2.483715776047356,True,1.0
flex,experiment_0,7,fake_brisbane,-2.483715776047356,True,1.0
flex,experiment_0,7,depolarizing_01,-2.483715776047356,True,1.0
flex,experiment_0,7,depolarizing_02,-2.483715776047356,True,1.0
flex,experiment_0,7,depolarizing_05,-2.483715776047356,True,1.0
flex,experiment_0,8,ideal,-3.474818234734505,True,1.0
flex,experiment_0,8,sampling_noise,-3.474818234734505,True,1.0
flex,experiment_0,8,fake_brisbane,-3.474818234734505,True,1.0
flex,experiment_0,8,depolarizing_01,-3.474818234734505,True,1.0
flex,experiment_0,8,depolarizing_02,-3.474818234734505,True,1.0
flex,experiment_0,8,depolarizing_05,-3.474818234734505,True,1.0
flex,experiment_0,9,ideal,-2.993201885768648,True,1.0
flex,experiment_0,9,sampling_noise,-2.993201885768648,True,1.0
flex,experiment_0,9,fake_brisbane,-2.993201885768648,True,1.0
flex,experiment_0,9,depolarizing_01,-2.993201885768648,True,1.0
flex,experiment_0,9,depolarizing_02,-2.993201885768648,True,1.0
flex,experiment_0,9,depolarizing_05,-2.993201885768648,True,1.0
flex,experiment_0,10,ideal,-3.478719379866812,True,1.0
flex,experiment_0,10,sampling_noise,-3.478719379866812,True,1.0
flex,experiment_0,10,fake_brisbane,-3.478719379866812,True,1.0
flex,experiment_0,10,depolarizing_01,-3.478719379866812,True,1.0
flex,experiment_0,10,depolarizing_02,-3.478719379866812,True,1.0
flex,experiment_0,10,depolarizing_05,-3.478719379866812,True,1.0
flex,experiment_0,11,ideal,0.0,True,1.0
flex,experiment_0,11,sampling_noise,0.00013790070822028823,False,0.0
flex,experiment_0,11,fake_brisbane,0.0,True,1.0
flex,experiment_0,11,depolarizing_01,0.0,True,1.0
flex,experiment_0,11,depolarizing_02,0.0,True,1.0
flex,experiment_0,11,depolarizing_05,0.00013790070822028823,False,0.0
flex,experiment_0,12,ideal,-2.493476260878757,True,1.0
flex,experiment_0,12,sampling_noise,-2.493476260878757,True,1.0
flex,experiment_0,12,fake_brisbane,-2.493476260878757,True,1.0
flex,experiment_0,12,depolarizing_01,-2.493476260878757,True,1.0
flex,experiment_0,12,depolarizing_02,-2.493476260878757,True,1.0
flex,experiment_0,12,depolarizing_05,-2.493476260878757,True,1.0
flex,experiment_0,13,ideal,-3.474901890701526,True,1.0
flex,experiment_0,13,sampling_noise,-3.474901890701526,True,1.0
flex,experiment_0,13,fake_brisbane,-3.474901890701526,True,1.0
flex,experiment_0,13,depolarizing_01,-3.474901890701526,True,1.0
flex,experiment_0,13,depolarizing_02,-3.474901890701526,True,1.0
flex,experiment_0,13,depolarizing_05,-3.474901890701526,True,1.0
flex,experiment_0,14,ideal,0.0,True,1.0
flex,experiment_0,14,sampling_noise,0.0,True,1.0
flex,experiment_0,14,fake_brisbane,0.01097424333180649,False,0.0
flex,experiment_0,14,depolarizing_01,0.00546522814559036,False,0.0
flex,experiment_0,14,depolarizing_02,0.0,True,1.0
flex,experiment_0,14,depolarizing_05,0.0,True,1.0
flex,experiment_0,15,ideal,0.0,True,1.0
flex,experiment_0,15,sampling_noise,0.00020547831295585073,False,0.0
flex,experiment_0,15,fake_brisbane,7.081357246044889e-05,False,0.0
flex,experiment_0,15,depolarizing_01,7.088122335365209e-05,False,0.0
flex,experiment_0,15,depolarizing_02,0.0001776174201049998,False,0.0
flex,experiment_0,15,depolarizing_05,0.00015396779535604808,False,0.0
flex,experiment_0,16,ideal,0.0,True,1.0
flex,experiment_0,16,sampling_noise,0.0,True,1.0
flex,experiment_0,16,fake_brisbane,0.0,True,1.0
flex,experiment_0,16,depolarizing_01,0.0,True,1.0
flex,experiment_0,16,depolarizing_02,0.0,True,1.0
flex,experiment_0,16,depolarizing_05,0.0,True,1.0
flex,experiment_0,17,ideal,0.0,True,1.0
flex,experiment_0,17,sampling_noise,0.0,True,1.0
flex,experiment_0,17,fake_brisbane,0.0,True,1.0
flex,experiment_0,17,depolarizing_01,0.0,True,1.0
flex,experiment_0,17,depolarizing_02,0.0001300193791621155,False,0.0
flex,experiment_0,17,depolarizing_05,0.0001300193791621155,False,0.0
flex,experiment_0,18,ideal,-0.4986239808322469,True,1.0
flex,experiment_0,18,sampling_noise,-0.4986239808322469,True,1.0
flex,experiment_0,18,fake_brisbane,-0.4986239808322469,True,1.0
flex,experiment_0,18,depolarizing_01,-0.4986239808322469,True,1.0
flex,experiment_0,18,depolarizing_02,-0.4986239808322469,True,1.0
flex,experiment_0,18,depolarizing_05,-0.4986239808322469,True,1.0
flex,experiment_0,19,ideal,-0.997247273880413,True,1.0
flex,experiment_0,19,sampling_noise,-0.997247273880413,True,1.0
flex,experiment_0,19,fake_brisbane,-0.997247273880413,True,1.0
flex,experiment_0,19,depolarizing_01,-0.997247273880413,True,1.0
flex,experiment_0,19,depolarizing_02,-0.997247273880413,True,1.0
flex,experiment_0,19,depolarizing_05,-0.997247273880413,True,1.0
flex,experiment_0,20,ideal,0.0,True,1.0
flex,experiment_0,20,sampling_noise,2.416264402240936e-05,False,0.0
flex,experiment_0,20,fake_brisbane,0.0,True,1.0
flex,experiment_0,20,depolarizing_01,2.4224657341178957e-05,False,0.0
flex,experiment_0,20,depolarizing_02,0.0,True,1.0
flex,experiment_0,20,depolarizing_05,2.4224657341178957e-05,False,0.0
flex,experiment_0,21,ideal,0.0,True,1.0
flex,experiment_0,21,sampling_noise,0.0009131630316056516,False,0.0
flex,experiment_0,21,fake_brisbane,0.0,True,1.0
flex,experiment_0,21,depolarizing_01,0.0009131630316056516,False,0.0
flex,experiment_0,21,depolarizing_02,0.0,True,1.0
flex,experiment_0,21,depolarizing_05,0.0,True,1.0
flex,experiment_0,22,ideal,-1.9945955167189315,True,1.0
flex,experiment_0,22,sampling_noise,-1.9945955167189315,True,1.0
flex,experiment_0,22,fake_brisbane,-1.9945955167189315,True,1.0
flex,experiment_0,22,depolarizing_01,-1.9945955167189315,True,1.0
flex,experiment_0,22,depolarizing_02,-1.9945955167189315,True,1.0
flex,experiment_0,22,depolarizing_05,-1.9945955167189315,True,1.0
flex,experiment_0,23,ideal,-1.9945589006729854,True,1.0
flex,experiment_0,23,sampling_noise,-1.9945589006729854,True,1.0
flex,experiment_0,23,fake_brisbane,-1.9945589006729854,True,1.0
flex,experiment_0,23,depolarizing_01,-1.9945589006729854,True,1.0
flex,experiment_0,23,depolarizing_02,-1.9945589006729854,True,1.0
flex,experiment_0,23,depolarizing_05,-1.9945589006729854,True,1.0
flex,experiment_0,24,ideal,-2.9948065931433003,True,1.0
flex,experiment_0,24,sampling_noise,-2.9948065931433003,True,1.0
flex,experiment_0,24,fake_brisbane,-2.9948065931433003,True,1.0
flex,experiment_0,24,depolarizing_01,-2.9948065931433003,True,1.0
flex,experiment_0,24,depolarizing_02,-2.9948065931433003,True,1.0
flex,experiment_0,24,depolarizing_05,-2.9948065931433003,True,1.0
flex,experiment_0,25,ideal,-2.9952701596138263,True,1.0
flex,experiment_0,25,sampling_noise,-2.9952701596138263,True,1.0
flex,experiment_0,25,fake_brisbane,-2.9952701596138263,True,1.0
flex,experiment_0,25,depolarizing_01,-2.9952701596138263,True,1.0
flex,experiment_0,25,depolarizing_02,-2.9952701596138263,True,1.0
flex,experiment_0,25,depolarizing_05,-2.9952701596138263,True,1.0
flex,experiment_0,26,ideal,-2.9945007265424053,True,1.0
flex,experiment_0,26,sampling_noise,-2.9945007265424053,True,1.0
flex,experiment_0,26,fake_brisbane,-2.9945007265424053,True,1.0
flex,experiment_0,26,depolarizing_01,-2.9945007265424053,True,1.0
flex,experiment_0,26,depolarizing_02,-2.9945007265424053,True,1.0
flex,experiment_0,26,depolarizing_05,-2.9945007265424053,True,1.0
flex,experiment_0,27,ideal,-2.9935073802896306,True,1.0
flex,experiment_0,27,sampling_noise,-2.9935073802896306,True,1.0
flex,experiment_0,27,fake_brisbane,-2.9935073802896306,True,1.0
flex,experiment_0,27,depolarizing_01,-2.9935073802896306,True,1.0
flex,experiment_0,27,depolarizing_02,-2.9935073802896306,True,1.0
flex,experiment_0,27,depolarizing_05,-2.9935073802896306,True,1.0
flex,experiment_0,28,ideal,-2.4950923674289136,True,1.0
flex,experiment_0,28,sampling_noise,-2.4950923674289136,True,1.0
flex,experiment_0,28,fake_brisbane,-2.4950923674289136,True,1.0
flex,experiment_0,28,depolarizing_01,-2.4950923674289136,True,1.0
flex,experiment_0,28,depolarizing_02,-2.4950923674289136,True,1.0
flex,experiment_0,28,depolarizing_05,-2.4950923674289136,True,1.0
flex,experiment_0,29,ideal,-3.4928343384658747,True,1.0
flex,experiment_0,29,sampling_noise,-3.4928343384658747,True,1.0
flex,experiment_0,29,fake_brisbane,-3.4928343384658747,True,1.0
flex,experiment_0,29,depolarizing_01,-3.4928343384658747,True,1.0
flex,experiment_0,29,depolarizing_02,-3.4928343384658747,True,1.0
flex,experiment_0,29,depolarizing_05,-3.4928343384658747,True,1.0
flex,experiment_0,30,ideal,-3.493144416334872,True,1.0
flex,experiment_0,30,sampling_noise,-3.493144416334872,True,1.0
flex,experiment_0,30,fake_brisbane,-3.493144416334872,True,1.0
flex,experiment_0,30,depolarizing_01,-3.493144416334872,True,1.0
flex,experiment_0,30,depolarizing_02,-3.493144416334872,True,1.0
flex,experiment_0,30,depolarizing_05,-3.493144416334872,True,1.0
flex,experiment_0,31,ideal,-2.994764333885346,True,1.0
flex,experiment_0,31,sampling_noise,-2.994764333885346,True,1.0
flex,experiment_0,31,fake_brisbane,-2.994764333885346,True,1.0
flex,experiment_0,31,depolarizing_01,-2.994764333885346,True,1.0
flex,experiment_0,31,depolarizing_02,-2.994764333885346,True,1.0
flex,experiment_0,31,depolarizing_05,-2.994764333885346,True,1.0
flex,experiment_0,32,ideal,-3.4936118783693315,True,1.0
flex,experiment_0,32,sampling_noise,-3.4936118783693315,True,1.0
flex,experiment_0,32,fake_brisbane,-3.4936118783693315,True,1.0
flex,experiment_0,32,depolarizing_01,-3.4936118783693315,True,1.0
flex,experiment_0,32,depolarizing_02,-3.4936118783693315,True,1.0
flex,experiment_0,32,depolarizing_05,-3.4936118783693315,True,1.0
flex,experiment_0,33,ideal,-3.493809762869525,True,1.0
flex,experiment_0,33,sampling_noise,-3.493809762869525,True,1.0
flex,experiment_0,33,fake_brisbane,-3.493809762869525,True,1.0
flex,experiment_0,33,depolarizing_01,-3.493809762869525,True,1.0
flex,experiment_0,33,depolarizing_02,-3.493809762869525,True,1.0
flex,experiment_0,33,depolarizing_05,-3.493809762869525,True,1.0
flex,experiment_0,34,ideal,-3.4922872175046686,True,1.0
flex,experiment_0,34,sampling_noise,-3.4922872175046686,True,1.0
flex,experiment_0,34,fake_brisbane,-3.4922872175046686,True,1.0
flex,experiment_0,34,depolarizing_01,-3.4922872175046686,True,1.0
flex,experiment_0,34,depolarizing_02,-3.4922872175046686,True,1.0
flex,experiment_0,34,depolarizing_05,-3.4922872175046686,True,1.0
flex,experiment_0,35,ideal,-3.492747525457172,True,1.0
flex,experiment_0,35,sampling_noise,-3.492747525457172,True,1.0
flex,experiment_0,35,fake_brisbane,-3.492747525457172,True,1.0
flex,experiment_0,35,depolarizing_01,-3.492747525457172,True,1.0
flex,experiment_0,35,depolarizing_02,-3.492747525457172,True,1.0
flex,experiment_0,35,depolarizing_05,-3.492747525457172,True,1.0
flex,experiment_0,36,ideal,-1.4971023994926183,True,1.0
flex,experiment_0,36,sampling_noise,-1.4971023994926183,True,1.0
flex,experiment_0,36,fake_brisbane,-1.4971023994926183,True,1.0
flex,experiment_0,36,depolarizing_01,-1.4971023994926183,True,1.0
flex,experiment_0,36,depolarizing_02,-1.4971023994926183,True,1.0
flex,experiment_0,36,depolarizing_05,-1.4971023994926183,True,1.0
flex,experiment_0,37,ideal,-2.9947645368380256,True,1.0
flex,experiment_0,37,sampling_noise,-2.9947645368380256,True,1.0
flex,experiment_0,37,fake_brisbane,-2.9947645368380256,True,1.0
flex,experiment_0,37,depolarizing_01,-2.9947645368380256,True,1.0
flex,experiment_0,37,depolarizing_02,-2.9947645368380256,True,1.0
flex,experiment_0,37,depolarizing_05,-2.9947645368380256,True,1.0
flex,experiment_0,38,ideal,-2.994349898876009,True,1.0
flex,experiment_0,38,sampling_noise,-2.994349898876009,True,1.0
flex,experiment_0,38,fake_brisbane,-2.994349898876009,True,1.0
flex,experiment_0,38,depolarizing_01,-2.994349898876009,True,1.0
flex,experiment_0,38,depolarizing_02,-2.994349898876009,True,1.0
flex,experiment_0,38,depolarizing_05,-2.994349898876009,True,1.0
flex,experiment_0,39,ideal,-2.9952223078820337,True,1.0
flex,experiment_0,39,sampling_noise,-2.9952223078820337,True,1.0
flex,experiment_0,39,fake_brisbane,-2.9952223078820337,True,1.0
flex,experiment_0,39,depolarizing_01,-2.9952223078820337,True,1.0
flex,experiment_0,39,depolarizing_02,-2.9952223078820337,True,1.0
flex,experiment_0,39,depolarizing_05,-2.9952223078820337,True,1.0
flex,experiment_0,40,ideal,-2.495520298791445,True,1.0
flex,experiment_0,40,sampling_noise,-2.495520298791445,True,1.0
flex,experiment_0,40,fake_brisbane,-2.495520298791445,True,1.0
flex,experiment_0,40,depolarizing_01,-2.495520298791445,True,1.0
flex,experiment_0,40,depolarizing_02,-2.495520298791445,True,1.0
flex,experiment_0,40,depolarizing_05,-2.495520298791445,True,1.0
flex,experiment_0,41,ideal,-3.493690353405447,True,1.0
flex,experiment_0,41,sampling_noise,-3.493690353405447,True,1.0
flex,experiment_0,41,fake_brisbane,-3.493690353405447,True,1.0
flex,experiment_0,41,depolarizing_01,-3.493690353405447,True,1.0
flex,experiment_0,41,depolarizing_02,-3.493690353405447,True,1.0
flex,experiment_0,41,depolarizing_05,-3.493690353405447,True,1.0
flex,experiment_0,42,ideal,-3.4936915429336532,True,1.0
flex,experiment_0,42,sampling_noise,-3.4936915429336532,True,1.0
flex,experiment_0,42,fake_brisbane,-3.4936915429336532,True,1.0
flex,experiment_0,42,depolarizing_01,-3.4936915429336532,True,1.0
flex,experiment_0,42,depolarizing_02,-3.4936915429336532,True,1.0
flex,experiment_0,42,depolarizing_05,-3.4936915429336532,True,1.0
flex,experiment_0,43,ideal,-2.994766814418097,True,1.0
flex,experiment_0,43,sampling_noise,-2.994766814418097,True,1.0
flex,experiment_0,43,fake_brisbane,-2.994766814418097,True,1.0
flex,experiment_0,43,depolarizing_01,-2.994766814418097,True,1.0
flex,experiment_0,43,depolarizing_02,-2.994766814418097,True,1.0
flex,experiment_0,43,depolarizing_05,-2.994766814418097,True,1.0
flex,experiment_0,44,ideal,-2.494506640357986,True,1.0
flex,experiment_0,44,sampling_noise,-2.494506640357986,True,1.0
flex,experiment_0,44,fake_brisbane,-2.494506640357986,True,1.0
flex,experiment_0,44,depolarizing_01,-2.494506640357986,True,1.0
flex,experiment_0,44,depolarizing_02,-2.494506640357986,True,1.0
flex,experiment_0,44,depolarizing_05,-2.494506640357986,True,1.0
flex,experiment_0,45,ideal,-2.4946743694725346,True,1.0
flex,experiment_0,45,sampling_noise,-2.4946743694725346,True,1.0
flex,experiment_0,45,fake_brisbane,-2.4946743694725346,True,1.0
flex,experiment_0,45,depolarizing_01,-2.4946743694725346,True,1.0
flex,experiment_0,45,depolarizing_02,-2.4946743694725346,True,1.0
flex,experiment_0,45,depolarizing_05,-2.4946743694725346,True,1.0
flex,experiment_0,46,ideal,-2.493505632641556,True,1.0
flex,experiment_0,46,sampling_noise,-2.493505632641556,True,1.0
flex,experiment_0,46,fake_brisbane,-2.493505632641556,True,1.0
flex,experiment_0,46,depolarizing_01,-2.493505632641556,True,1.0
flex,experiment_0,46,depolarizing_02,-2.493505632641556,True,1.0
flex,experiment_0,46,depolarizing_05,-2.493505632641556,True,1.0
flex,experiment_0,47,ideal,-3.492692925548783,True,1.0
flex,experiment_0,47,sampling_noise,-3.492692925548783,True,1.0
flex,experiment_0,47,fake_brisbane,-3.492692925548783,True,1.0
flex,experiment_0,47,depolarizing_01,-3.492692925548783,True,1.0
flex,experiment_0,47,depolarizing_02,-3.492692925548783,True,1.0
flex,experiment_0,47,depolarizing_05,-3.492692925548783,True,1.0
flex,experiment_0,48,ideal,-3.494463591839611,True,1.0
flex,experiment_0,48,sampling_noise,-3.494463591839611,True,1.0
flex,experiment_0,48,fake_brisbane,-3.494463591839611,True,1.0
flex,experiment_0,48,depolarizing_01,-3.494463591839611,True,1.0
flex,experiment_0,48,depolarizing_02,-3.494463591839611,True,1.0
flex,experiment_0,48,depolarizing_05,-3.494463591839611,True,1.0
flex,experiment_0,49,ideal,-2.4955186808075824,True,1.0
flex,experiment_0,49,sampling_noise,-2.4955186808075824,True,1.0
flex,experiment_0,49,fake_brisbane,-2.4955186808075824,True,1.0
flex,experiment_0,49,depolarizing_01,-2.4955186808075824,True,1.0
flex,experiment_0,49,depolarizing_02,-2.4955186808075824,True,1.0
flex,experiment_0,49,depolarizing_05,-2.4955186808075824,True,1.0
flex,experiment_0,50,ideal,-3.4942129903808885,True,1.0
flex,experiment_0,50,sampling_noise,-3.4942129903808885,True,1.0
flex,experiment_0,50,fake_brisbane,-3.4942129903808885,True,1.0
flex,experiment_0,50,depolarizing_01,-3.4942129903808885,True,1.0
flex,experiment_0,50,depolarizing_02,-3.4942129903808885,True,1.0
flex,experiment_0,50,depolarizing_05,-3.4942129903808885,True,1.0
flex,experiment_0,51,ideal,-3.4946060871709945,True,1.0
flex,experiment_0,51,sampling_noise,-1.4975779176209436,False,0.0
flex,experiment_0,51,fake_brisbane,-3.4946060871709945,True,1.0
flex,experiment_0,51,depolarizing_01,-3.4946060871709945,True,1.0
flex,experiment_0,51,depolarizing_02,-3.4946060871709945,True,1.0
flex,experiment_0,51,depolarizing_05,-3.4946060871709945,True,1.0
flex,experiment_0,52,ideal,-2.4964606743948417,True,1.0
flex,experiment_0,52,sampling_noise,-2.4964606743948417,True,1.0
flex,experiment_0,52,fake_brisbane,-2.4964606743948417,True,1.0
flex,experiment_0,52,depolarizing_01,-2.4964606743948417,True,1.0
flex,experiment_0,52,depolarizing_02,-2.4964606743948417,True,1.0
flex,experiment_0,52,depolarizing_05,-2.4964606743948417,True,1.0
flex,experiment_0,53,ideal,-2.49541892392798,True,1.0
flex,experiment_0,53,sampling_noise,-2.49541892392798,True,1.0
flex,experiment_0,53,fake_brisbane,-2.49541892392798,True,1.0
flex,experiment_0,53,depolarizing_01,-2.49541892392798,True,1.0
flex,experiment_0,53,depolarizing_02,-2.49541892392798,True,1.0
flex,experiment_0,53,depolarizing_05,-2.49541892392798,True,1.0
flex,experiment_0,54,ideal,-1.996761619393256,True,1.0
flex,experiment_0,54,sampling_noise,-1.996761619393256,True,1.0
flex,experiment_0,54,fake_brisbane,-1.996761619393256,True,1.0
flex,experiment_0,54,depolarizing_01,-1.996761619393256,True,1.0
flex,experiment_0,54,depolarizing_02,-1.996761619393256,True,1.0
flex,experiment_0,54,depolarizing_05,-1.996761619393256,True,1.0
flex,experiment_0,55,ideal,-3.493386482505902,True,1.0
flex,experiment_0,55,sampling_noise,-3.493386482505902,True,1.0
flex,experiment_0,55,fake_brisbane,-3.493386482505902,True,1.0
flex,experiment_0,55,depolarizing_01,-3.493386482505902,True,1.0
flex,experiment_0,55,depolarizing_02,-3.493386482505902,True,1.0
flex,experiment_0,55,depolarizing_05,-3.493386482505902,True,1.0
flex,experiment_0,56,ideal,-3.4945914069271695,True,1.0
flex,experiment_0,56,sampling_noise,-3.4945914069271695,True,1.0
flex,experiment_0,56,fake_brisbane,-3.4945914069271695,True,1.0
flex,experiment_0,56,depolarizing_01,-3.4945914069271695,True,1.0
flex,experiment_0,56,depolarizing_02,-3.4945914069271695,True,1.0
flex,experiment_0,56,depolarizing_05,-3.4945914069271695,True,1.0
flex,experiment_0,57,ideal,-2.496167435960678,True,1.0
flex,experiment_0,57,sampling_noise,-2.496167435960678,True,1.0
flex,experiment_0,57,fake_brisbane,-2.496167435960678,True,1.0
flex,experiment_0,57,depolarizing_01,-2.496167435960678,True,1.0
flex,experiment_0,57,depolarizing_02,-2.496167435960678,True,1.0
flex,experiment_0,57,depolarizing_05,-2.496167435960678,True,1.0
flex,experiment_0,58,ideal,-2.9934531919241745,True,1.0
flex,experiment_0,58,sampling_noise,-2.9934531919241745,True,1.0
flex,experiment_0,58,fake_brisbane,-2.9934531919241745,True,1.0
flex,experiment_0,58,depolarizing_01,-2.9934531919241745,True,1.0
flex,experiment_0,58,depolarizing_02,-2.9934531919241745,True,1.0
flex,experiment_0,58,depolarizing_05,-2.9934531919241745,True,1.0
flex,experiment_0,59,ideal,-2.9931080708924984,True,1.0
flex,experiment_0,59,sampling_noise,-2.9931080708924984,True,1.0
flex,experiment_0,59,fake_brisbane,-2.9931080708924984,True,1.0
flex,experiment_0,59,depolarizing_01,-2.9931080708924984,True,1.0
flex,experiment_0,59,depolarizing_02,-2.9931080708924984,True,1.0
flex,experiment_0,59,depolarizing_05,-2.9931080708924984,True,1.0
flex,experiment_0,60,ideal,-1.9959404728515557,True,1.0
flex,experiment_0,60,sampling_noise,-1.9959404728515557,True,1.0
flex,experiment_0,60,fake_brisbane,-1.9959404728515557,True,1.0
flex,experiment_0,60,depolarizing_01,-1.9959404728515557,True,1.0
flex,experiment_0,60,depolarizing_02,-1.9959404728515557,True,1.0
flex,experiment_0,60,depolarizing_05,-1.9959404728515557,True,1.0
flex,experiment_0,61,ideal,-2.992947016666079,True,1.0
flex,experiment_0,61,sampling_noise,-2.992947016666079,True,1.0
flex,experiment_0,61,fake_brisbane,-2.992947016666079,True,1.0
flex,experiment_0,61,depolarizing_01,-2.992947016666079,True,1.0
flex,experiment_0,61,depolarizing_02,-2.992947016666079,True,1.0
flex,experiment_0,61,depolarizing_05,-2.992947016666079,True,1.0
flex,experiment_0,62,ideal,-2.994063138014869,True,1.0
flex,experiment_0,62,sampling_noise,-2.994063138014869,True,1.0
flex,experiment_0,62,fake_brisbane,-2.994063138014869,True,1.0
flex,experiment_0,62,depolarizing_01,-2.994063138014869,True,1.0
flex,experiment_0,62,depolarizing_02,-2.994063138014869,True,1.0
flex,experiment_0,62,depolarizing_05,-2.994063138014869,True,1.0
flex,experiment_0,63,ideal,-1.9956709516930342,True,1.0
flex,experiment_0,63,sampling_noise,-1.9956709516930342,True,1.0
flex,experiment_0,63,fake_brisbane,-1.9956709516930342,True,1.0
flex,experiment_0,63,depolarizing_01,-1.9956709516930342,True,1.0
flex,experiment_0,63,depolarizing_02,-1.9956709516930342,True,1.0
flex,experiment_0,63,depolarizing_05,-1.9956709516930342,True,1.0
flex,experiment_0,64,ideal,-2.993953380078221,True,1.0
flex,experiment_0,64,sampling_noise,-2.993953380078221,True,1.0
flex,experiment_0,64,fake_brisbane,-2.993953380078221,True,1.0
flex,experiment_0,64,depolarizing_01,-2.993953380078221,True,1.0
flex,experiment_0,64,depolarizing_02,-2.993953380078221,True,1.0
flex,experiment_0,64,depolarizing_05,-2.993953380078221,True,1.0
flex,experiment_0,65,ideal,-2.9923758401747644,True,1.0
flex,experiment_0,65,sampling_noise,-2.9923758401747644,True,1.0
flex,experiment_0,65,fake_brisbane,-2.9923758401747644,True,1.0
flex,experiment_0,65,depolarizing_01,-2.9923758401747644,True,1.0
flex,experiment_0,65,depolarizing_02,-2.9923758401747644,True,1.0
flex,experiment_0,65,depolarizing_05,-2.9923758401747644,True,1.0
flex,experiment_0,66,ideal,-1.9959929135689372,True,1.0
flex,experiment_0,66,sampling_noise,-1.9959929135689372,True,1.0
flex,experiment_0,66,fake_brisbane,-1.9959929135689372,True,1.0
flex,experiment_0,66,depolarizing_01,-1.9959929135689372,True,1.0
flex,experiment_0,66,depolarizing_02,-1.9959929135689372,True,1.0
flex,experiment_0,66,depolarizing_05,-1.9959929135689372,True,1.0
flex,experiment_0,67,ideal,-2.994115229202636,True,1.0
flex,experiment_0,67,sampling_noise,-2.994115229202636,True,1.0
flex,experiment_0,67,fake_brisbane,-2.994115229202636,True,1.0
flex,experiment_0,67,depolarizing_01,-2.994115229202636,True,1.0
flex,experiment_0,67,depolarizing_02,-2.994115229202636,True,1.0
flex,experiment_0,67,depolarizing_05,-2.994115229202636,True,1.0
flex,experiment_0,68,ideal,-2.993112913568937,True,1.0
flex,experiment_0,68,sampling_noise,-2.993112913568937,True,1.0
flex,experiment_0,68,fake_brisbane,-2.993112913568937,True,1.0
flex,experiment_0,68,depolarizing_01,-2.993112913568937,True,1.0
flex,experiment_0,68,depolarizing_02,-2.993112913568937,True,1.0
flex,experiment_0,68,depolarizing_05,-2.993112913568937,True,1.0
flex,experiment_0,69,ideal,-1.9958034628800958,True,1.0
flex,experiment_0,69,sampling_noise,-1.9958034628800958,True,1.0
flex,experiment_0,69,fake_brisbane,-1.9958034628800958,True,1.0
flex,experiment_0,69,depolarizing_01,-1.9958034628800958,True,1.0
flex,experiment_0,69,depolarizing_02,-1.9958034628800958,True,1.0
