"Simulator","P_Value","Normal"
"depolarizing_01",0.26826995255741,TRUE
"depolarizing_02",0.207533089791226,TRUE
"depolarizing_05",0.767836682095859,TRUE
"fake_brisbane",0.0668323880239894,TRUE
"ideal",4.67233314365291e-06,FALSE
"sampling_noise",0.436480763565096,TRUE
