"Simulator","P_Value","Normal"
"depolarizing_01",0.0450304100816095,FALSE
"depolarizing_02",0.329633240276202,TRUE
"depolarizing_05",0.171635988289341,TRUE
"fake_brisbane",0.519528419363533,TRUE
"ideal",0.000168679075663572,FALSE
"sampling_noise",0.108504669223324,TRUE
