dataset,sub_suite_id,sampler,best_of_iter_AR,median_of_iter_AR
elevator,501,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,501,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,501,Sampling Noise Only,1.0,1.0
elevator,501,Statevector Simulator,1.0,1.0
elevator,502,Fake Brisbane Backend,1.0,1.0
elevator,502,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,502,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,502,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,502,Sampling Noise Only,1.0,1.0
elevator,502,Statevector Simulator,1.0,1.0
elevator,503,Fake Brisbane Backend,1.0,1.0
elevator,503,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,503,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,503,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,503,Sampling Noise Only,1.0,1.0
elevator,503,Statevector Simulator,1.0,1.0
elevator,504,Fake Brisbane Backend,1.0,1.0
elevator,504,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,504,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,504,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,504,Sampling Noise Only,1.0,1.0
elevator,504,Statevector Simulator,1.0,1.0
elevator,505,Fake Brisbane Backend,1.0,1.0
elevator,505,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,505,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,505,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,505,Sampling Noise Only,1.0,1.0
elevator,505,Statevector Simulator,1.0,1.0
elevator,506,Fake Brisbane Backend,1.0,1.0
elevator,506,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,506,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,506,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,506,Sampling Noise Only,1.0,1.0
elevator,506,Statevector Simulator,1.0,1.0
elevator,507,Fake Brisbane Backend,1.0,1.0
elevator,507,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,507,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,507,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,507,Sampling Noise Only,1.0,1.0
elevator,507,Statevector Simulator,1.0,1.0
elevator,508,Fake Brisbane Backend,1.0,1.0
elevator,508,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,508,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,508,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,508,Sampling Noise Only,1.0,1.0
elevator,508,Statevector Simulator,1.0,1.0
elevator,509,Fake Brisbane Backend,1.0,1.0
elevator,509,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,509,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,509,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,509,Sampling Noise Only,1.0,1.0
elevator,509,Statevector Simulator,1.0,1.0
elevator,51,Fake Brisbane Backend,1.0,1.0
elevator,51,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,51,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,51,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,51,Sampling Noise Only,1.0,1.0
elevator,51,Statevector Simulator,1.0,1.0
elevator,510,Fake Brisbane Backend,1.0,1.0
elevator,510,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,510,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,510,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,510,Sampling Noise Only,1.0,1.0
elevator,510,Statevector Simulator,1.0,1.0
elevator,511,Fake Brisbane Backend,1.0,1.0
elevator,511,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,511,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,511,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,511,Sampling Noise Only,1.0,1.0
elevator,511,Statevector Simulator,1.0,1.0
elevator,512,Fake Brisbane Backend,1.0,1.0
elevator,512,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,512,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,512,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,512,Sampling Noise Only,1.0,1.0
elevator,512,Statevector Simulator,1.0,1.0
elevator,513,Fake Brisbane Backend,1.0,1.0
elevator,513,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,513,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,513,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,513,Sampling Noise Only,1.0,1.0
elevator,513,Statevector Simulator,1.0,1.0
elevator,514,Fake Brisbane Backend,1.0,1.0
elevator,514,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,514,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,514,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,514,Sampling Noise Only,1.0,1.0
elevator,514,Statevector Simulator,1.0,1.0
elevator,515,Fake Brisbane Backend,1.0,1.0
elevator,515,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,515,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,515,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,515,Sampling Noise Only,1.0,1.0
elevator,515,Statevector Simulator,1.0,1.0
elevator,516,Fake Brisbane Backend,1.0,1.0
elevator,516,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,516,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,516,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,516,Sampling Noise Only,1.0,1.0
elevator,516,Statevector Simulator,1.0,1.0
elevator,517,Fake Brisbane Backend,1.0,1.0
elevator,517,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,517,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,517,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,517,Sampling Noise Only,1.0,1.0
elevator,517,Statevector Simulator,1.0,1.0
elevator,518,Fake Brisbane Backend,1.0,1.0
elevator,518,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,518,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,518,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,518,Sampling Noise Only,1.0,1.0
elevator,518,Statevector Simulator,1.0,1.0
elevator,519,Fake Brisbane Backend,1.0,1.0
elevator,519,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,519,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,519,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,519,Sampling Noise Only,1.0,1.0
elevator,519,Statevector Simulator,1.0,1.0
elevator,52,Fake Brisbane Backend,1.0,1.0
elevator,52,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,52,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,52,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,52,Sampling Noise Only,1.0,1.0
elevator,52,Statevector Simulator,1.0,1.0
elevator,520,Fake Brisbane Backend,1.0,1.0
elevator,520,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,520,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,520,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,520,Sampling Noise Only,1.0,1.0
elevator,520,Statevector Simulator,1.0,1.0
elevator,521,Fake Brisbane Backend,1.0,1.0
elevator,521,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,521,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,521,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,521,Sampling Noise Only,1.0,1.0
elevator,521,Statevector Simulator,1.0,1.0
elevator,522,Fake Brisbane Backend,1.0,1.0
elevator,522,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,522,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,522,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,522,Sampling Noise Only,1.0,1.0
elevator,522,Statevector Simulator,1.0,1.0
elevator,523,Fake Brisbane Backend,1.0,1.0
elevator,523,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,523,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,523,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,523,Sampling Noise Only,1.0,1.0
elevator,523,Statevector Simulator,1.0,1.0
elevator,524,Fake Brisbane Backend,1.0,1.0
elevator,524,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,524,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,524,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,524,Sampling Noise Only,1.0,1.0
elevator,524,Statevector Simulator,1.0,1.0
elevator,525,Fake Brisbane Backend,1.0,1.0
elevator,525,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,525,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,525,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,525,Sampling Noise Only,1.0,1.0
elevator,525,Statevector Simulator,1.0,1.0
elevator,526,Fake Brisbane Backend,1.0,1.0
elevator,526,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,526,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,526,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,526,Sampling Noise Only,1.0,1.0
elevator,526,Statevector Simulator,1.0,1.0
elevator,527,Fake Brisbane Backend,1.0,1.0
elevator,527,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,527,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,527,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,527,Sampling Noise Only,1.0,1.0
elevator,527,Statevector Simulator,1.0,1.0
elevator,528,Fake Brisbane Backend,1.0,1.0
elevator,528,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,528,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,528,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,528,Sampling Noise Only,1.0,1.0
elevator,528,Statevector Simulator,1.0,1.0
elevator,529,Fake Brisbane Backend,1.0,1.0
elevator,529,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,529,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,529,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,529,Sampling Noise Only,1.0,1.0
elevator,529,Statevector Simulator,1.0,1.0
elevator,53,Fake Brisbane Backend,1.0,1.0
elevator,53,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,53,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,53,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,53,Sampling Noise Only,1.0,1.0
elevator,53,Statevector Simulator,1.0,1.0
elevator,530,Fake Brisbane Backend,1.0,1.0
elevator,530,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,530,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,530,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,530,Sampling Noise Only,1.0,1.0
elevator,530,Statevector Simulator,1.0,1.0
elevator,531,Fake Brisbane Backend,1.0,1.0
elevator,531,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,531,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,531,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,531,Sampling Noise Only,1.0,1.0
elevator,531,Statevector Simulator,1.0,1.0
elevator,532,Fake Brisbane Backend,1.0,1.0
elevator,532,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,532,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,532,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,532,Sampling Noise Only,1.0,1.0
elevator,532,Statevector Simulator,1.0,1.0
elevator,533,Fake Brisbane Backend,1.0,1.0
elevator,533,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,533,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,533,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,533,Sampling Noise Only,1.0,1.0
elevator,533,Statevector Simulator,1.0,1.0
elevator,534,Fake Brisbane Backend,1.0,1.0
elevator,534,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,534,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,534,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,534,Sampling Noise Only,1.0,1.0
elevator,534,Statevector Simulator,1.0,1.0
elevator,535,Fake Brisbane Backend,1.0,1.0
elevator,535,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,535,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,535,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,535,Sampling Noise Only,1.0,1.0
elevator,535,Statevector Simulator,1.0,1.0
elevator,536,Fake Brisbane Backend,1.0,1.0
elevator,536,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,536,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,536,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,536,Sampling Noise Only,1.0,1.0
elevator,536,Statevector Simulator,1.0,1.0
elevator,537,Fake Brisbane Backend,1.0,1.0
elevator,537,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,537,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,537,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,537,Sampling Noise Only,1.0,1.0
elevator,537,Statevector Simulator,1.0,1.0
elevator,538,Fake Brisbane Backend,1.0,1.0
elevator,538,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,538,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,538,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,538,Sampling Noise Only,1.0,1.0
elevator,538,Statevector Simulator,1.0,1.0
elevator,539,Fake Brisbane Backend,1.0,1.0
elevator,539,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,539,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,539,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,539,Sampling Noise Only,1.0,1.0
elevator,539,Statevector Simulator,1.0,1.0
elevator,54,Fake Brisbane Backend,1.0,1.0
elevator,54,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,54,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,54,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,54,Sampling Noise Only,1.0,1.0
elevator,54,Statevector Simulator,1.0,1.0
elevator,540,Fake Brisbane Backend,1.0,1.0
elevator,540,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,540,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,540,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,540,Sampling Noise Only,1.0,1.0
elevator,540,Statevector Simulator,1.0,1.0
elevator,541,Fake Brisbane Backend,1.0,1.0
elevator,541,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,541,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,541,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,541,Sampling Noise Only,1.0,1.0
elevator,541,Statevector Simulator,1.0,1.0
elevator,542,Fake Brisbane Backend,1.0,1.0
elevator,542,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,542,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,542,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,542,Sampling Noise Only,1.0,1.0
elevator,542,Statevector Simulator,1.0,1.0
elevator,543,Fake Brisbane Backend,1.0,1.0
elevator,543,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,543,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,543,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,543,Sampling Noise Only,1.0,1.0
elevator,543,Statevector Simulator,1.0,1.0
elevator,544,Fake Brisbane Backend,1.0,1.0
elevator,544,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,544,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,544,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,544,Sampling Noise Only,1.0,1.0
elevator,544,Statevector Simulator,1.0,1.0
elevator,545,Fake Brisbane Backend,1.0,1.0
elevator,545,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,545,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,545,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,545,Sampling Noise Only,1.0,1.0
elevator,545,Statevector Simulator,1.0,1.0
elevator,546,Fake Brisbane Backend,1.0,1.0
elevator,546,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,546,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,546,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,546,Sampling Noise Only,1.0,1.0
elevator,546,Statevector Simulator,1.0,1.0
elevator,547,Fake Brisbane Backend,1.0,1.0
elevator,547,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,547,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,547,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,547,Sampling Noise Only,1.0,1.0
elevator,547,Statevector Simulator,1.0,1.0
elevator,548,Fake Brisbane Backend,1.0,1.0
elevator,548,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,548,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,548,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,548,Sampling Noise Only,1.0,1.0
elevator,548,Statevector Simulator,1.0,1.0
elevator,549,Fake Brisbane Backend,1.0,1.0
elevator,549,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,549,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,549,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,549,Sampling Noise Only,1.0,1.0
elevator,549,Statevector Simulator,1.0,1.0
elevator,55,Fake Brisbane Backend,1.0,1.0
elevator,55,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,55,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,55,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,55,Sampling Noise Only,1.0,1.0
elevator,55,Statevector Simulator,1.0,1.0
elevator,550,Fake Brisbane Backend,1.0,1.0
elevator,550,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,550,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,550,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,550,Sampling Noise Only,1.0,1.0
elevator,550,Statevector Simulator,1.0,1.0
elevator,551,Fake Brisbane Backend,1.0,1.0
elevator,551,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,551,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,551,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,551,Sampling Noise Only,1.0,1.0
elevator,551,Statevector Simulator,1.0,1.0
elevator,552,Fake Brisbane Backend,1.0,1.0
elevator,552,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,552,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,552,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,552,Sampling Noise Only,1.0,1.0
elevator,552,Statevector Simulator,1.0,1.0
elevator,553,Fake Brisbane Backend,1.0,1.0
elevator,553,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,553,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,553,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,553,Sampling Noise Only,1.0,1.0
elevator,553,Statevector Simulator,1.0,1.0
elevator,554,Fake Brisbane Backend,1.0,1.0
elevator,554,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,554,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,554,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,554,Sampling Noise Only,1.0,1.0
elevator,554,Statevector Simulator,1.0,1.0
elevator,555,Fake Brisbane Backend,1.0,1.0
elevator,555,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,555,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,555,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,555,Sampling Noise Only,1.0,1.0
elevator,555,Statevector Simulator,1.0,1.0
elevator,556,Fake Brisbane Backend,1.0,1.0
elevator,556,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,556,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,556,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,556,Sampling Noise Only,1.0,1.0
elevator,556,Statevector Simulator,1.0,1.0
elevator,557,Fake Brisbane Backend,1.0,1.0
elevator,557,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,557,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,557,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,557,Sampling Noise Only,1.0,1.0
elevator,557,Statevector Simulator,1.0,1.0
elevator,558,Fake Brisbane Backend,1.0,1.0
elevator,558,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,558,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,558,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,558,Sampling Noise Only,1.0,1.0
elevator,558,Statevector Simulator,1.0,1.0
elevator,559,Fake Brisbane Backend,1.0,1.0
elevator,559,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,559,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,559,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,559,Sampling Noise Only,1.0,1.0
elevator,559,Statevector Simulator,1.0,1.0
elevator,56,Fake Brisbane Backend,1.0,1.0
elevator,56,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,56,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,56,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,56,Sampling Noise Only,1.0,1.0
elevator,56,Statevector Simulator,1.0,1.0
elevator,560,Fake Brisbane Backend,1.0,1.0
elevator,560,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,560,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,560,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,560,Sampling Noise Only,1.0,1.0
elevator,560,Statevector Simulator,1.0,1.0
elevator,561,Fake Brisbane Backend,1.0,1.0
elevator,561,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,561,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,561,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,561,Sampling Noise Only,1.0,1.0
elevator,561,Statevector Simulator,1.0,1.0
elevator,562,Fake Brisbane Backend,1.0,1.0
elevator,562,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,562,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,562,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,562,Sampling Noise Only,1.0,1.0
elevator,562,Statevector Simulator,1.0,1.0
elevator,563,Fake Brisbane Backend,1.0,1.0
elevator,563,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,563,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,563,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,563,Sampling Noise Only,1.0,1.0
elevator,563,Statevector Simulator,1.0,1.0
elevator,564,Fake Brisbane Backend,1.0,1.0
elevator,564,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,564,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,564,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,564,Sampling Noise Only,1.0,1.0
elevator,564,Statevector Simulator,1.0,1.0
elevator,565,Fake Brisbane Backend,1.0,1.0
elevator,565,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,565,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,565,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,565,Sampling Noise Only,1.0,1.0
elevator,565,Statevector Simulator,1.0,1.0
elevator,566,Fake Brisbane Backend,1.0,1.0
elevator,566,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,566,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,566,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,566,Sampling Noise Only,1.0,1.0
elevator,566,Statevector Simulator,1.0,1.0
elevator,567,Fake Brisbane Backend,1.0,1.0
elevator,567,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,567,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,567,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,567,Sampling Noise Only,1.0,1.0
elevator,567,Statevector Simulator,1.0,1.0
elevator,568,Fake Brisbane Backend,1.0,1.0
elevator,568,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,568,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,568,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,568,Sampling Noise Only,1.0,1.0
elevator,568,Statevector Simulator,1.0,1.0
elevator,569,Fake Brisbane Backend,1.0,1.0
elevator,569,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,569,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,569,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,569,Sampling Noise Only,1.0,1.0
elevator,569,Statevector Simulator,1.0,1.0
elevator,57,Fake Brisbane Backend,1.0,1.0
elevator,57,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator,57,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator,57,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator,57,Sampling Noise Only,1.0,1.0
elevator,57,Statevector Simulator,1.0,1.0
elevator,570,Fake Brisbane Backend,1.0,1.0
