dataset,sub_suite_id,sampler,best_of_iter_AR,median_of_iter_AR
elevator2,440,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,440,Sampling Noise Only,1.0,1.0
elevator2,440,Statevector Simulator,1.0,1.0
elevator2,441,Fake Brisbane Backend,1.0,1.0
elevator2,441,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,441,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,441,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,441,Sampling Noise Only,1.0,1.0
elevator2,441,Statevector Simulator,1.0,1.0
elevator2,442,Fake Brisbane Backend,1.0,1.0
elevator2,442,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,442,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,442,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,442,Sampling Noise Only,1.0,1.0
elevator2,442,Statevector Simulator,1.0,1.0
elevator2,443,Fake Brisbane Backend,1.0,1.0
elevator2,443,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,443,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,443,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,443,Sampling Noise Only,1.0,1.0
elevator2,443,Statevector Simulator,1.0,1.0
elevator2,444,Fake Brisbane Backend,1.0,1.0
elevator2,444,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,444,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,444,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,444,Sampling Noise Only,1.0,1.0
elevator2,444,Statevector Simulator,1.0,1.0
elevator2,445,Fake Brisbane Backend,1.0,1.0
elevator2,445,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,445,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,445,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,445,Sampling Noise Only,1.0,1.0
elevator2,445,Statevector Simulator,1.0,1.0
elevator2,446,Fake Brisbane Backend,1.0,1.0
elevator2,446,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,446,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,446,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,446,Sampling Noise Only,1.0,1.0
elevator2,446,Statevector Simulator,1.0,1.0
elevator2,447,Fake Brisbane Backend,1.0,1.0
elevator2,447,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,447,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,447,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,447,Sampling Noise Only,1.0,1.0
elevator2,447,Statevector Simulator,1.0,1.0
elevator2,448,Fake Brisbane Backend,1.0,1.0
elevator2,448,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,448,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,448,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,448,Sampling Noise Only,1.0,1.0
elevator2,448,Statevector Simulator,1.0,1.0
elevator2,449,Fake Brisbane Backend,1.0,1.0
elevator2,449,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,449,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,449,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,449,Sampling Noise Only,1.0,1.0
elevator2,449,Statevector Simulator,1.0,1.0
elevator2,45,Fake Brisbane Backend,1.0,1.0
elevator2,45,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,45,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,45,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,45,Sampling Noise Only,1.0,1.0
elevator2,45,Statevector Simulator,1.0,1.0
elevator2,450,Fake Brisbane Backend,1.0,1.0
elevator2,450,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,450,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,450,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,450,Sampling Noise Only,1.0,1.0
elevator2,450,Statevector Simulator,1.0,1.0
elevator2,451,Fake Brisbane Backend,1.0,1.0
elevator2,451,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,451,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,451,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,451,Sampling Noise Only,1.0,1.0
elevator2,451,Statevector Simulator,1.0,1.0
elevator2,452,Fake Brisbane Backend,1.0,1.0
elevator2,452,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,452,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,452,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,452,Sampling Noise Only,1.0,1.0
elevator2,452,Statevector Simulator,1.0,1.0
elevator2,453,Fake Brisbane Backend,1.0,1.0
elevator2,453,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,453,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,453,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,453,Sampling Noise Only,1.0,1.0
elevator2,453,Statevector Simulator,1.0,1.0
elevator2,454,Fake Brisbane Backend,1.0,1.0
elevator2,454,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,454,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,454,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,454,Sampling Noise Only,1.0,1.0
elevator2,454,Statevector Simulator,1.0,1.0
elevator2,455,Fake Brisbane Backend,1.0,1.0
elevator2,455,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,455,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,455,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,455,Sampling Noise Only,1.0,1.0
elevator2,455,Statevector Simulator,1.0,1.0
elevator2,456,Fake Brisbane Backend,1.0,1.0
elevator2,456,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,456,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,456,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,456,Sampling Noise Only,1.0,1.0
elevator2,456,Statevector Simulator,1.0,1.0
elevator2,457,Fake Brisbane Backend,1.0,1.0
elevator2,457,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,457,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,457,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,457,Sampling Noise Only,1.0,1.0
elevator2,457,Statevector Simulator,1.0,1.0
elevator2,458,Fake Brisbane Backend,1.0,1.0
elevator2,458,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,458,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,458,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,458,Sampling Noise Only,1.0,1.0
elevator2,458,Statevector Simulator,1.0,1.0
elevator2,459,Fake Brisbane Backend,1.0,1.0
elevator2,459,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,459,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,459,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,459,Sampling Noise Only,1.0,1.0
elevator2,459,Statevector Simulator,1.0,1.0
elevator2,460,Fake Brisbane Backend,1.0,1.0
elevator2,460,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,460,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,460,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,460,Sampling Noise Only,1.0,1.0
elevator2,460,Statevector Simulator,1.0,1.0
elevator2,461,Fake Brisbane Backend,1.0,1.0
elevator2,461,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,461,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,461,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,461,Sampling Noise Only,1.0,1.0
elevator2,461,Statevector Simulator,1.0,1.0
elevator2,463,Fake Brisbane Backend,1.0,1.0
elevator2,463,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,463,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,463,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,463,Sampling Noise Only,1.0,1.0
elevator2,463,Statevector Simulator,1.0,1.0
elevator2,464,Fake Brisbane Backend,1.0,1.0
elevator2,464,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,464,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,464,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,464,Sampling Noise Only,1.0,1.0
elevator2,464,Statevector Simulator,1.0,1.0
elevator2,465,Fake Brisbane Backend,1.0,1.0
elevator2,465,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,465,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,465,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,465,Sampling Noise Only,1.0,1.0
elevator2,465,Statevector Simulator,1.0,1.0
elevator2,466,Fake Brisbane Backend,1.0,1.0
elevator2,466,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,466,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,466,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,466,Sampling Noise Only,1.0,1.0
elevator2,466,Statevector Simulator,1.0,1.0
elevator2,467,Fake Brisbane Backend,1.0,1.0
elevator2,467,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,467,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,467,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,467,Sampling Noise Only,1.0,1.0
elevator2,467,Statevector Simulator,1.0,1.0
elevator2,468,Fake Brisbane Backend,1.0,1.0
elevator2,468,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,468,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,468,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,468,Sampling Noise Only,1.0,1.0
elevator2,468,Statevector Simulator,1.0,1.0
elevator2,469,Fake Brisbane Backend,1.0,1.0
elevator2,469,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,469,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,469,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,469,Sampling Noise Only,1.0,1.0
elevator2,469,Statevector Simulator,1.0,1.0
elevator2,470,Fake Brisbane Backend,1.0,1.0
elevator2,470,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,470,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,470,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,470,Sampling Noise Only,1.0,1.0
elevator2,470,Statevector Simulator,1.0,1.0
elevator2,471,Fake Brisbane Backend,1.0,1.0
elevator2,471,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,471,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,471,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,471,Sampling Noise Only,1.0,1.0
elevator2,471,Statevector Simulator,1.0,1.0
elevator2,472,Fake Brisbane Backend,1.0,1.0
elevator2,472,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,472,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,472,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,472,Sampling Noise Only,1.0,1.0
elevator2,472,Statevector Simulator,1.0,1.0
elevator2,473,Fake Brisbane Backend,1.0,1.0
elevator2,473,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,473,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,473,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,473,Sampling Noise Only,1.0,1.0
elevator2,473,Statevector Simulator,1.0,1.0
elevator2,474,Fake Brisbane Backend,1.0,1.0
elevator2,474,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,474,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,474,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,474,Sampling Noise Only,1.0,1.0
elevator2,474,Statevector Simulator,1.0,1.0
elevator2,475,Fake Brisbane Backend,1.0,1.0
elevator2,475,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,475,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,475,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,475,Sampling Noise Only,1.0,1.0
elevator2,475,Statevector Simulator,1.0,1.0
elevator2,476,Fake Brisbane Backend,1.0,1.0
elevator2,476,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,476,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,476,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,476,Sampling Noise Only,1.0,1.0
elevator2,476,Statevector Simulator,1.0,1.0
elevator2,477,Fake Brisbane Backend,1.0,1.0
elevator2,477,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,477,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,477,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,477,Sampling Noise Only,1.0,1.0
elevator2,477,Statevector Simulator,1.0,1.0
elevator2,479,Fake Brisbane Backend,1.0,1.0
elevator2,479,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,479,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,479,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,479,Sampling Noise Only,1.0,1.0
elevator2,479,Statevector Simulator,1.0,1.0
elevator2,48,Fake Brisbane Backend,1.0,1.0
elevator2,48,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,48,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,48,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,48,Sampling Noise Only,1.0,1.0
elevator2,48,Statevector Simulator,1.0,1.0
elevator2,480,Fake Brisbane Backend,1.0,1.0
elevator2,480,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,480,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,480,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,480,Sampling Noise Only,1.0,1.0
elevator2,480,Statevector Simulator,1.0,1.0
elevator2,481,Fake Brisbane Backend,1.0,1.0
elevator2,481,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,481,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,481,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,481,Sampling Noise Only,1.0,1.0
elevator2,481,Statevector Simulator,1.0,1.0
elevator2,483,Fake Brisbane Backend,1.0,1.0
elevator2,483,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,483,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,483,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,483,Sampling Noise Only,1.0,1.0
elevator2,483,Statevector Simulator,1.0,1.0
elevator2,485,Fake Brisbane Backend,1.0,1.0
elevator2,485,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,485,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,485,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,485,Sampling Noise Only,1.0,1.0
elevator2,485,Statevector Simulator,1.0,1.0
elevator2,486,Fake Brisbane Backend,1.0,1.0
elevator2,486,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,486,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,486,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,486,Sampling Noise Only,1.0,1.0
elevator2,486,Statevector Simulator,1.0,1.0
elevator2,487,Fake Brisbane Backend,1.0,1.0
elevator2,487,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,487,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,487,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,487,Sampling Noise Only,1.0,1.0
elevator2,487,Statevector Simulator,1.0,1.0
elevator2,488,Fake Brisbane Backend,1.0,1.0
elevator2,488,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,488,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,488,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,488,Sampling Noise Only,1.0,1.0
elevator2,488,Statevector Simulator,1.0,1.0
elevator2,489,Fake Brisbane Backend,1.0,1.0
elevator2,489,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,489,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,489,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,489,Sampling Noise Only,1.0,1.0
elevator2,489,Statevector Simulator,1.0,1.0
elevator2,49,Fake Brisbane Backend,1.0,1.0
elevator2,49,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,49,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,49,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,49,Sampling Noise Only,1.0,1.0
elevator2,49,Statevector Simulator,1.0,1.0
elevator2,490,Fake Brisbane Backend,1.0,1.0
elevator2,490,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,490,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,490,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,490,Sampling Noise Only,1.0,1.0
elevator2,490,Statevector Simulator,1.0,1.0
elevator2,491,Fake Brisbane Backend,1.0,1.0
elevator2,491,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,491,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,491,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,491,Sampling Noise Only,1.0,1.0
elevator2,491,Statevector Simulator,1.0,1.0
elevator2,492,Fake Brisbane Backend,1.0,1.0
elevator2,492,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,492,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,492,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,492,Sampling Noise Only,1.0,1.0
elevator2,492,Statevector Simulator,1.0,1.0
elevator2,493,Fake Brisbane Backend,1.0,1.0
elevator2,493,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,493,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,493,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,493,Sampling Noise Only,1.0,1.0
elevator2,493,Statevector Simulator,1.0,1.0
elevator2,494,Fake Brisbane Backend,1.0,1.0
elevator2,494,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,494,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,494,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,494,Sampling Noise Only,1.0,1.0
elevator2,494,Statevector Simulator,1.0,1.0
elevator2,495,Fake Brisbane Backend,1.0,1.0
elevator2,495,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,495,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,495,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,495,Sampling Noise Only,1.0,1.0
elevator2,495,Statevector Simulator,1.0,1.0
elevator2,496,Fake Brisbane Backend,1.0,1.0
elevator2,496,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,496,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,496,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,496,Sampling Noise Only,1.0,1.0
elevator2,496,Statevector Simulator,1.0,1.0
elevator2,497,Fake Brisbane Backend,1.0,1.0
elevator2,497,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,497,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,497,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,497,Sampling Noise Only,1.0,1.0
elevator2,497,Statevector Simulator,1.0,1.0
elevator2,498,Fake Brisbane Backend,1.0,1.0
elevator2,498,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,498,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,498,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,498,Sampling Noise Only,1.0,1.0
elevator2,498,Statevector Simulator,1.0,1.0
elevator2,499,Fake Brisbane Backend,1.0,1.0
elevator2,499,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,499,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,499,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,499,Sampling Noise Only,1.0,1.0
elevator2,499,Statevector Simulator,1.0,1.0
elevator2,5,Fake Brisbane Backend,1.0,1.0
elevator2,5,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,5,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,5,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,5,Sampling Noise Only,1.0,1.0
elevator2,5,Statevector Simulator,1.0,1.0
elevator2,50,Fake Brisbane Backend,1.0,1.0
elevator2,50,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,50,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,50,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,50,Sampling Noise Only,1.0,1.0
elevator2,50,Statevector Simulator,1.0,1.0
elevator2,500,Fake Brisbane Backend,1.0,1.0
elevator2,500,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,500,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,500,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,500,Sampling Noise Only,1.0,1.0
elevator2,500,Statevector Simulator,1.0,1.0
elevator2,501,Fake Brisbane Backend,1.0,1.0
elevator2,501,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,501,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,501,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,501,Sampling Noise Only,1.0,1.0
elevator2,501,Statevector Simulator,1.0,1.0
elevator2,502,Fake Brisbane Backend,1.0,1.0
elevator2,502,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,502,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,502,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,502,Sampling Noise Only,1.0,1.0
elevator2,502,Statevector Simulator,1.0,1.0
elevator2,503,Fake Brisbane Backend,1.0,1.0
elevator2,503,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,503,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,503,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,503,Sampling Noise Only,1.0,1.0
elevator2,503,Statevector Simulator,1.0,1.0
elevator2,504,Fake Brisbane Backend,1.0,1.0
elevator2,504,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,504,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,504,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,504,Sampling Noise Only,1.0,1.0
elevator2,504,Statevector Simulator,1.0,1.0
elevator2,505,Fake Brisbane Backend,1.0,1.0
elevator2,505,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,505,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,505,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,505,Sampling Noise Only,1.0,1.0
elevator2,505,Statevector Simulator,1.0,1.0
elevator2,506,Fake Brisbane Backend,1.0,1.0
elevator2,506,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,506,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,506,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,506,Sampling Noise Only,1.0,1.0
elevator2,506,Statevector Simulator,1.0,1.0
elevator2,507,Fake Brisbane Backend,1.0,1.0
elevator2,507,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,507,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,507,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,507,Sampling Noise Only,1.0,1.0
elevator2,507,Statevector Simulator,1.0,1.0
elevator2,508,Fake Brisbane Backend,1.0,1.0
elevator2,508,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,508,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,508,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,508,Sampling Noise Only,1.0,1.0
elevator2,508,Statevector Simulator,1.0,1.0
elevator2,509,Fake Brisbane Backend,1.0,1.0
elevator2,509,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,509,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,509,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,509,Sampling Noise Only,1.0,1.0
elevator2,509,Statevector Simulator,1.0,1.0
elevator2,51,Fake Brisbane Backend,1.0,1.0
elevator2,51,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,51,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,51,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,51,Sampling Noise Only,1.0,1.0
elevator2,51,Statevector Simulator,1.0,1.0
elevator2,510,Fake Brisbane Backend,1.0,1.0
elevator2,510,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,510,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,510,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,510,Sampling Noise Only,1.0,1.0
elevator2,510,Statevector Simulator,1.0,1.0
elevator2,511,Fake Brisbane Backend,1.0,1.0
elevator2,511,Sampling Noise + 1% Depolarizing Error Probability,1.0,1.0
elevator2,511,Sampling Noise + 2% Depolarizing Error Probability,1.0,1.0
elevator2,511,Sampling Noise + 5% Depolarizing Error Probability,1.0,1.0
elevator2,511,Sampling Noise Only,1.0,1.0
elevator2,511,Statevector Simulator,1.0,1.0
