final_test_suite_costs,final_effectivenesses,average_qpu_access_time(ms),qpu_lower_bound(ms),qpu_upper_bound()
"[159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0]","[5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276]",2993.8427,2992.4633225,2995.3316025
